wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,8.631632453479007,14.43694923171022,0.2735045066826146,314.78705728863594
100.0,12.733945045025248,20.25972128491672,0.5156567804472318,419.7225968020393
150.0,26.30358583873472,39.63664642652028,0.7476468588082154,626.3167386462883
200.0,37.92278712900943,56.40115423350616,1.086665445998781,712.0799174142627
250.0,47.810669702580505,71.07771968739881,1.4407475855029963,823.3386151996494
300.0,59.618377773123505,88.56120061086943,1.8283338851509259,950.2813841330355
350.0,68.8695728999316,102.52672781635314,2.226827011608707,1042.418833311825
400.0,77.59794157281891,115.91849674871776,2.635355750220884,1137.6667756998752
450.0,85.12626357329658,127.69838163548715,3.049301850341472,1220.3605741538058
500.0,91.53621841192299,137.97674385293635,3.464974806801436,1294.028195411013
550.0,102.00348904464674,154.2976544080152,3.888144479638023,1438.4771361814476
600.0,124.34661440193723,187.28020624938083,4.421809697336452,1660.1054262309217
650.0,139.54767280739193,209.49639041967097,4.992452590572463,1772.414711840524
700.0,147.30233370222632,221.48650616842775,5.540332560970631,1823.235653682395
750.0,152.88198307135966,230.75218502554202,6.080568896081521,1872.339585953204
800.0,157.4943093759039,239.0118892474007,6.62027742278833,1927.8936615865543
850.0,161.19986054844702,246.14050705223366,7.15925120990812,1987.3380968213185
900.0,164.0363238657054,252.11678665269716,7.697363759509811,2048.7308258445996
950.0,166.0365872501218,257.1375959882311,8.234536339277586,2110.72611163164
1000.0,168.35502386659044,262.7352056469017,8.781800422167898,2193.691470154936
1050.0,167.55330566470224,263.386921488855,9.248953916221645,2218.2253556270057
1100.0,165.00065933785083,261.30201600375835,9.6834657942338,2216.837617476717
1150.0,162.3335317613881,259.0205068814539,10.116180559362665,2222.3374371185228
1200.0,159.52379073412098,256.6375619470433,10.546324045301551,2233.832427148144
1250.0,156.55006046332562,254.02051897620663,10.973366370140589,2250.391957942769
1300.0,153.3976957856027,251.03436190052864,11.39699152212064,2271.111823683503
1350.0,150.05803238333644,247.78379467974202,11.81706134758245,2295.157408981375
1400.0,146.52770602324279,244.1356519389123,12.233579702413977,2321.788179367567
1450.0,142.80615865372266,240.07582125185928,12.64666001508252,2350.367390557177
1500.0,141.86315134999353,241.74742973017095,13.152860995451837,2555.6057115838876
1550.0,139.37880643688246,240.33946835453423,13.688463100549225,2700.1841862752735
1600.0,135.69201757085875,236.77625276916413,14.238859492195457,2814.4389663386373
