wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,49.937399558029654,63.83030260140275,0.4467415053848377,681.326616675269
100.0,74.34968903381589,99.9352908970568,0.8965861008959835,899.518432770299
150.0,92.8146135808201,129.55956465621762,1.3485100280243898,1130.8929527527362
200.0,105.61729614869483,150.76881329459684,1.800484025879154,1300.7957238136355
250.0,115.39385418353378,167.2153452970199,2.2523013448438305,1433.6265836013636
300.0,123.24635787465232,180.62716473797343,2.703866305851721,1542.8735272120955
350.0,142.37625405710676,209.76228380077657,3.215673243609578,1807.746674516309
400.0,144.41961183890345,214.1450897132858,3.636230191204679,1796.5110763171294
450.0,150.85171379895345,225.34794932121358,4.084550458836815,1888.7484564320891
500.0,152.13785651050782,228.73021765295368,4.505686615331742,1893.389395239636
550.0,153.22492530212497,231.94994084480524,4.925777914700779,1910.8565878996815
600.0,154.05232634375608,234.79256416316173,5.344090148423987,1936.9768986345773
650.0,156.56046567230837,240.51955016059654,5.799515203908227,2017.189072839737
700.0,158.37437201329323,245.01030733646877,6.2551437499683855,2084.7270715551244
