wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,64.6332583489945,84.38338976472002,0.5940699281559312,856.3725160557638
100.0,99.4763062378454,133.19193303191128,1.1874025292138686,1174.6766596168331
150.0,125.72262454666422,171.3803552989937,1.7815451198855485,1405.9608454856386
200.0,139.64584459748306,193.78400198681405,2.252237430688816,1526.4358374936803
250.0,159.48438335409944,224.60072519453053,2.844094390627465,1748.8804675584797
300.0,174.32457700771715,248.08180695877633,3.4376543242294586,1901.15070524103
350.0,186.191600113709,267.36737507510657,4.0319128586278,2025.6719556018938
400.0,195.80361442256714,283.6064589434862,4.626439231476547,2135.030961267792
450.0,203.5319650386698,297.31220525074053,5.220960158263062,2234.406798979879
500.0,208.34062899615307,306.83189183265375,5.788430109262305,2304.2786477923046
550.0,215.6168202378789,320.34104729578644,6.408919422888119,2435.6491127539034
600.0,220.63890842187485,330.36800897030633,7.030805016594544,2542.480514808771
650.0,223.84816546183842,337.95231297164116,7.653198864580625,2635.250025468204
700.0,224.5709883249916,341.6487240328539,8.242840791260392,2699.5599389728686
710.0,224.79015619339464,342.52530399519435,8.367096399222389,2717.0498072330893
