wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,10.633684636007157,17.144119153008347,0.2801979593274234,340.9303286056396
100.0,15.486285410764426,24.151587909434365,0.5348932605163574,456.39213558910524
150.0,33.63695085637035,49.96473564443506,0.7413352660623894,733.1816619784609
200.0,62.02762073662627,87.39862830138017,1.2104490862304895,855.1242912633994
250.0,79.25286550607278,112.14565975404696,1.6678474229549403,1003.7492191159844
300.0,96.74866765515998,137.99811542144363,2.170004336210892,1182.2969332528464
350.0,114.04679188024652,163.56271415694448,2.701281415669691,1353.9815901994848
400.0,127.82492664581748,184.48159929398935,3.23678600300674,1484.94856593331
450.0,139.29274412848605,202.45273799474796,3.773933472394252,1599.8852775705473
500.0,152.24875887678107,222.71714058916626,4.338372634617616,1747.0565952752554
550.0,172.0017094520432,252.04957607962442,4.974163552407565,1964.9068080062202
600.0,184.1198885839417,270.47849718024753,5.556398603285391,2086.297323083623
650.0,195.57784019386514,288.14538637626146,6.215226217636739,2207.859804697303
700.0,202.48543181316043,299.5421183319926,6.853591060650194,2289.9278497934224
750.0,201.9912278129891,300.82725617898814,7.351200633120509,2288.233666892688
800.0,201.86650537270606,303.07420349847007,7.8978654828569095,2316.4500216369684
850.0,201.38899963664113,305.153912878922,8.443285103632531,2356.7321218688135
900.0,205.0079527931532,314.0029088095039,9.056027261508351,2503.8394752114746
950.0,207.8894871313623,321.4444154811671,9.704796079400177,2650.6188536229433
1000.0,206.59876244177897,322.0382605912158,10.263697936189686,2714.2658937708597
1050.0,201.92098685267945,317.24624459803266,10.699824848154872,2699.6394344829237
1100.0,197.1466450270444,312.57002905746253,11.20099567481902,2713.3218501619685
1150.0,192.1187990631821,307.5525608635379,11.699943336835275,2734.192379754881
1200.0,188.2039262704747,304.8681298893009,12.25834066341313,2830.354060786897
1250.0,183.4431332150468,300.81418390918793,12.840622941109372,2930.1296907095684
1300.0,177.10582718482323,293.76539511442013,13.392130373133023,2988.537935599461
1340.0,172.25436293202608,288.66270162129865,13.874118437203123,3080.2141411521866
