Slope Angle,HS,Profile Depth,Pit Near Avalanche Location,WL_Depth,WL_Thickness,max_stress,impact_criterion,coupled_criterion,sserr_result,touchdown_distance,ss_max_Sxx_norm,slab_tensile_criterion
30,1400.0,1400.0,,400.0,1000.0,0.004620235628114744,20.673968786831875,55.31104290096239,1.5435051789976924,689.6116347367241,1.3864893999897212,0.1396508728179551
30,670.0,670.0,crown,300.0,370.0,0.009139108920871886,88.50614586429812,197.3913743046331,1.9487550877207644,1227.4873672104907,2.0825095197677777,0.39933993399339934
0.0,1380.0,1380.0,other,260.0,20.0,0.0018070685074789894,19.05379971424928,48.83331183133421,1.0057177449528323,636.106702204951,1.6913676087306053,0.29389312977099236
24,,950.0,crown,500.0,5.0,0.008627246559476014,38.6493944464922,105.67791432023998,2.00253076498467,898.6022805321625,1.4636677908627522,0.3611111111111111
30,2360.0,2360.0,flank,1060.0,50.0,0.0985066671603853,126.30603491085252,325.7344842541853,6.355640112296344,1946.1934238883277,1.3217300133625467,0.2755388940955951
32,3000.0,600.0,crown,400.0,80.0,0.020949118540147364,104.9615855963168,264.7509536667982,2.9771099812336033,1597.0653657928056,2.0171969559613765,0.2704714640198511
27,1150.0,1150.0,flank,340.0,240.0,0.005346014999730362,49.80658561036719,120.36915026275523,1.5186604212662445,984.5528613087943,1.862966313011042,0.3848396501457726
31,,870.0,crown,530.0,10.0,0.017205950135269748,76.5976689448454,197.56087579646612,2.7023835098987687,1510.9282821403065,3.3664205953457804,0.020560747663551402
43,2400.0,2400.0,crown,660.0,120.0,0.04882558830374484,134.82328317038298,338.26550634874036,4.384429246225009,1698.7053950147883,1.961322568628882,0.2171945701357466
36,2700.0,1100.0,crown,250.0,20.0,0.002467743945592446,29.777361847845167,81.8097573750212,1.0637487400579944,743.8203454386182,1.9387521537650754,0.33201581027667987
34,4000.0,1100.0,crown,820.0,10.0,0.035210062218912784,65.77248338167503,180.1453441452098,3.864042447338228,1257.1443580519215,1.356520772188539,0.13784764207980654
39,2400.0,1000.0,crown,600.0,20.0,0.03943679832899128,110.6305352539455,289.014434766152,4.074547119250555,1613.2699094948587,1.9042960640910576,0.2026578073089701
35,1360.0,1360.0,flank,610.0,10.0,0.026705144915270353,102.88812535391371,225.41591469224304,3.282903035609028,1398.148818138963,1.9102368832347845,0.18923327895595432
17,1260.0,1260.0,,780.0,60.0,0.05304938106640672,112.67310169478172,291.06346263873684,4.88362796610183,1727.1302658273257,1.860692000586855,0.29936305732484075
37,1560.0,1560.0,flank,960.0,130.0,0.13761929427499237,182.7474616606933,470.3129118508476,7.44408324034567,2278.439583819516,2.020346250140719,0.21820062047569805
36,1850.0,1850.0,crown,1390.0,50.0,0.22815995781752346,143.10460259557198,425.13161472754064,9.57482522006427,2374.2434491711388,1.9205853035377862,0.04860614724803431
34,920.0,920.0,crown,640.0,280.0,0.018415752408423462,63.323247608117036,161.73121702871734,2.7360597460815397,1271.6150011500147,1.2585874966729946,0.17418351477449456
42,2800.0,1500.0,crown,200.0,60.0,0.003568833555488006,59.49852420094026,147.754029074279,1.2250648764993297,997.1828555367014,2.184739156715278,0.21782178217821782
15,3200.0,900.0,flank,410.0,50.0,0.0165532177006331,80.4181971130724,204.25306731049272,2.7531442843786027,1430.0574407749268,1.9524036072778224,0.32038834951456313
24,1420.0,1420.0,flank,1020.0,40.0,0.1334138475074378,148.9217334425329,414.8170278218366,7.70149641255448,2252.637572518059,1.745374742062652,0.15640273704789834
37,720.0,720.0,flank,420.0,300.0,0.013164822523202013,85.48535635299501,207.83628772844446,2.3115209487415633,1319.251747391767,3.513295190663577,0.10588235294117647
40,1450.0,1450.0,crown,955.0,195.0,0.05782281321315361,83.75103428713123,230.44173999496792,4.84949284020952,1413.7126595094164,1.3012493794304343,0.15592515592515593
35,1800.0,1800.0,crown,510.0,5.0,0.02372670599276168,85.66074782534201,219.66980916288935,3.1360562361252438,1450.3397645974476,1.753625637897484,0.27485380116959063
26,1050.0,1050.0,crown,900.0,150.0,0.04968177569230087,84.33360126174409,228.3701783368549,4.689783175672582,1473.1914362676034,1.6633562380476052,0.18272425249169436
0.0,2700.0,2700.0,crown,1930.0,50.0,0.5259027257993572,86.83714321718668,367.94304437043843,15.674338997352365,3163.5836306078727,1.2652413396579858,0.09213250517598344
34,2000.0,2000.0,,800.0,50.0,0.08795596969313654,168.33431320228954,439.61713973579697,5.915315276781587,2401.880658668106,2.493859077305846,0.0644361833952912
25,2400.0,2400.0,crown,1600.0,10.0,0.40731693559460636,164.1352060533925,487.90434341660307,13.022538465306024,3120.0942257705033,1.3252334437995628,0.3210952084629745
29,1750.0,1750.0,,460.0,5.0,0.0132523350146193,53.641908881454064,140.98180371935499,2.450980263711438,1115.9070912619347,1.6800029389222026,0.25646551724137934
40,1750.0,1750.0,crown,740.0,60.0,0.10076742421068269,204.26298113041375,534.2944974965822,6.358498272656961,2375.376276878175,1.5843305561073633,0.2080536912751678
39,1230.0,1230.0,crown,700.0,20.0,0.04148960732535313,102.93388486080929,270.98274505275197,4.092271420729484,1734.551633245233,2.851007627415876,0.02545968882602546
33,1550.0,1550.0,crown,580.0,10.0,0.017743261146715313,66.04432784364239,173.15750007562664,2.7812529163805477,1354.0282740573937,3.1817106029518545,0.018835616438356163
20,1500.0,1500.0,flank,700.0,20.0,0.03318156320546624,73.62612684297399,196.00763718604372,3.8874493048131717,1438.6683802732368,1.6878114099080854,0.15198863636363635
35,900.0,900.0,crown,550.0,30.0,0.04621883072689757,147.98486960624373,363.37848735313446,4.343751319956554,1847.9909411013005,1.5161023060330219,0.33935018050541516
35,1100.0,1100.0,flank,800.0,200.0,0.05605093432887083,96.97083964629562,260.1766671014867,4.872345693198539,1619.5541258675164,1.6318351569171055,0.20149253731343283
30,500.0,500.0,flank,150.0,40.0,0.0010940174265375252,26.258190217493215,67.07070465461902,0.7152873054652508,642.0640997807411,1.9580178984884657,0.39473684210526316
36,2080.0,2080.0,crown,500.0,70.0,0.013039227571778687,54.92151496327175,146.78465248890842,2.34400424112323,1056.4882373697285,1.7194297210149794,0.27634194831013914
24,980.0,980.0,crown,260.0,10.0,0.0019179156706538223,16.657625652398274,43.981221758102954,1.0425115882178397,625.4480089073685,2.1515706375952535,0.1450381679389313
0.0,1210.0,1210.0,crown,870.0,30.0,0.05363395253725925,77.7933909792505,214.65629452310844,5.028914817305898,1637.4964260204952,1.2966099856431943,0.19954389965792474
32,1050.0,1050.0,other,20.0,260.0,9.795029723607082e-05,34.78311431885184,66.28334922479868,0.1982135257070933,556.5884577216261,2.2167850858613494,0.2857142857142857
5,910.0,910.0,other,550.0,360.0,0.03291566585537531,105.7093712311518,278.07726092490793,4.00543863021435,1749.2259968657618,1.8280111784686133,0.2775800711743772
37,1250.0,1250.0,flank,530.0,20.0,0.016389913678227366,74.5546981879874,190.32187016008936,2.590673024843287,1291.2304682719116,2.1113758230942046,0.1647940074906367
32,670.0,670.0,,270.0,80.0,0.0042704320028098715,38.118634680838845,98.39969915433764,1.4028589161774405,898.0816869384859,1.9014847511432793,0.25735294117647056
35,3200.0,1200.0,crown,440.0,5.0,0.008986009538505518,41.91280645499544,112.15140370368954,1.9846760809249937,955.1032236947841,1.6327273213282825,0.27149321266968324
39,890.0,890.0,crown,650.0,240.0,0.034357816007200434,94.27355949111637,243.2735796112956,3.7237548882106655,1476.2239662182626,1.6008944989187626,0.2359208523592085
36,1720.0,1720.0,crown,250.0,190.0,0.0123398535050049,129.14405771157342,297.2198423154796,2.2184446500837627,1570.5995962869767,1.980542839309919,0.250996015936255
30,390.0,390.0,crown,270.0,5.0,0.0028248841791961884,23.90636192563922,62.968035967399445,1.1986773934634911,723.816202818712,1.7348207797331876,0.2140221402214022
20,1420.0,1420.0,crown,370.0,50.0,0.008926735156173553,47.83658938091794,123.94225011945647,2.0858016034470195,1095.6169207845808,1.8981453960226806,0.21774193548387097
34,1300.0,1300.0,crown,900.0,10.0,0.06374938981717261,93.2490377574554,251.79289326158522,5.1688667162241,1610.4105453616844,1.442643272536872,0.16906077348066298
40,3500.0,980.0,other,960.0,10.0,0.1000017066092315,185.9839811344169,354.40495200106074,6.165951958824878,2019.6731564530262,1.5114928885488723,0.3329886246122027
40,2700.0,2700.0,crown,350.0,10.0,0.013238038302067169,90.92956289261278,219.17043596117725,2.2958553695258854,1311.34460690954,1.9985901630025869,0.3210227272727273
0.0,1120.0,1120.0,crown,570.0,550.0,0.028795475687581763,79.60851191351966,211.1757427151982,3.705646784507274,1583.2503248167013,1.7340916983410135,0.2804878048780488
36,1230.0,1230.0,other,730.0,50.0,0.059607553289288115,123.75419113102328,322.61447910148445,4.949865025448457,1796.276927378819,1.7552080042946987,0.23433242506811988
20,1950.0,1950.0,other,280.0,170.0,0.0023365252955640527,20.01834502020386,52.97318376263293,1.1158109020746638,672.2501855655636,1.3491379698738548,0.2862190812720848
34,1520.0,1520.0,other,680.0,80.0,0.038053902242301936,92.81301272648427,241.39669207994802,3.9841930348067813,1499.7341404157125,3.3127456432094724,0.24853801169590642
0.0,1140.0,1140.0,flank,790.0,50.0,0.06803157787471094,110.74115500685376,307.3831657879397,5.659283507519284,2105.919199296148,1.768070507547919,0.21132075471698114
26,650.0,650.0,other,200.0,290.0,0.002130736786002586,61.00225305890799,148.8745512091316,0.9565454418425398,1332.1120233951558,2.298573324613758,0.12254901960784313
40,1550.0,1550.0,flank,450.0,100.0,0.03520290956151617,184.33801693738624,370.7623930867015,3.658919585361271,1847.2256200090158,1.8590096312878674,0.2026431718061674
25,5000.0,1000.0,crown,70.0,360.0,0.00033536938022568754,27.027520173712695,61.820328197512936,0.3915191937977964,560.0439480071693,2.5941674692149435,0.2638888888888889
0.0,2300.0,980.0,,500.0,180.0,0.021280729057070756,73.17750794051177,191.74045224360353,3.198557109857104,1460.093624181476,1.662791264085394,0.29365079365079366
39,1450.0,1450.0,,1030.0,20.0,0.06906258054891717,86.89172232710926,243.12873579812512,5.3364990599793,1451.7197061589911,1.4872871650273316,0.23455598455598456
25,1800.0,1800.0,crown,60.0,840.0,0.0003143431778550221,34.61095830865716,72.81248439237928,0.36640870470941694,668.7654791293628,2.4567224168646673,0.46774193548387094
0.0,2450.0,2450.0,crown,2130.0,20.0,0.5475459056717369,74.32185858752271,322.95512755614254,15.86774371031693,2930.7758669318123,2.4270157966758954,0.018656716417910446
33,1330.0,1330.0,crown,720.0,10.0,0.05850579090085886,181.01526915552603,437.5421557358719,5.014841959340609,1870.8268192208766,1.354439756622957,0.15521978021978022
30,1470.0,1470.0,other,920.0,20.0,0.08960381990263422,119.78275757760596,332.2799360338306,6.2018091363696,2055.420085622061,2.4303680077568686,0.09385113268608414
38,1450.0,1450.0,flank,1050.0,50.0,0.08406087453817362,103.20454510127648,279.0578099136672,5.844730427454823,1610.0596877840828,1.3588505024782092,0.16461684011352887
0.0,,1600.0,crown,930.0,70.0,0.07355235420827143,96.31029534371214,268.9749924004302,5.876824566720043,1849.452651012115,1.7112053777719933,0.21321961620469082
44,1760.0,1760.0,crown,500.0,10.0,0.018804892791918222,77.35742232187178,204.49081065483415,2.7444296348716133,1212.5160274251773,1.8302610263917767,0.2857142857142857
26,1490.0,1490.0,other,280.0,5.0,0.004931420597341214,84.25080790044659,209.6946623817269,1.448651247794957,1740.2887597455342,1.9047403804438279,0.14487632508833923
32,1400.0,1400.0,flank,1270.0,130.0,0.1524587691728318,114.69136442524926,326.174619180838,7.965686760138281,1961.9309484849462,1.304682431184392,0.1572769953051643
40,3000.0,3000.0,crown,240.0,20.0,0.004506000970332219,68.77837894219746,161.37382520806338,1.337643447450935,1126.1835367561491,1.8617902773228148,0.3805668016194332
27,1750.0,1750.0,crown,700.0,20.0,0.034455894370734125,77.66558848205698,205.22890744624752,3.874925653842002,1445.4982474151627,1.6428174839100143,0.25426136363636365
42,650.0,650.0,other,500.0,150.0,0.024092009978941877,90.9685281109689,233.58257470461814,3.119596577161036,1407.4558906443026,1.8096501323197236,0.250996015936255
41,950.0,950.0,flank,600.0,350.0,0.029958615989125234,86.39829194754815,225.98284302611881,3.490444626014081,1384.4976213091684,1.653906136515768,0.2052980132450331
32,2200.0,1400.0,other,400.0,5.0,0.005246106096036779,24.067562742086988,64.55834092578013,1.6089296468647698,740.1694219972978,1.4457924475156312,0.17412935323383086
43,950.0,950.0,crown,750.0,50.0,0.059339422612438054,145.48409377583235,350.0415670546489,4.818218770198394,1725.065303810844,2.4351049797923174,0.2283464566929134
24,650.0,650.0,crown,370.0,30.0,0.012815070195908537,96.70369475331164,229.00244731304485,2.3806211493576437,1289.1429968957052,2.0679324890388866,0.17647058823529413
20,3800.0,1300.0,,820.0,90.0,0.07996774829714037,128.59337321498688,347.9097255820012,6.0753302999923795,1916.4937193019048,1.608265785844198,0.29539951573849876
0.0,390.0,390.0,crown,290.0,100.0,0.004129178606274509,37.07378021608047,95.22152384929421,1.4805051940758176,1025.8378022180254,2.7382137691995956,0.03754266211604096
10,1000.0,1000.0,other,390.0,40.0,0.01543825090104329,103.01537363329109,248.07383193421862,2.6391565508409935,1551.53862912639,2.3105908475919175,0.2131979695431472
35,1550.0,1550.0,crown,1002.5,122.5,0.10639919615092674,145.2716717974729,365.7018169007744,6.51667541188455,2025.6682835215488,1.3941605539655466,0.24975222993062438
15,900.0,900.0,other,490.0,90.0,0.03468243551694931,135.79815117028573,348.78803832353645,3.9225593339470164,2192.0542646665976,2.0871335825636654,0.1028225806451613
38,1170.0,1170.0,crown,630.0,90.0,0.023014910399496262,90.23984680793387,233.79174617636323,3.0114901332011765,1724.18439048268,3.2195989997340244,0.01732283464566929
26,730.0,730.0,other,330.0,180.0,0.01416661089734562,92.98817414478218,232.05781008173727,2.490278024462415,1482.2349883830373,2.123662439474561,0.2930513595166163
10,2970.0,1000.0,crown,600.0,10.0,0.03844037835101573,93.94770792477495,251.53581993753755,4.274479569469776,1748.8728822220596,1.8785127360114702,0.23255813953488372
41,,1750.0,crown,650.0,50.0,0.023613289332144537,55.7955149039943,149.36092774618288,3.1686279084957123,1117.8870869625255,1.3848443021856334,0.16411042944785276
29,650.0,650.0,flank,330.0,110.0,0.006625298928057648,43.220696913484964,111.81580266546688,1.767427954544645,992.265861765292,1.878000728564479,0.21385542168674698
0.0,1140.0,1140.0,crown,740.0,10.0,0.060100703399655286,98.34898993984567,272.21318291944067,5.379566253732583,1908.714019899622,1.762409982744671,0.21293800539083557
32,960.0,960.0,crown,520.0,160.0,0.02614124137454594,121.20032021893536,277.4752452547202,3.2872060428650887,1541.0211171341505,1.792040286044452,0.19771863117870722
33,1000.0,1000.0,crown,500.0,100.0,0.01640427635515615,64.82135762081649,170.07363736574442,2.655039778088148,1172.7284322901023,1.5803108370534653,0.3611111111111111
25,680.0,680.0,flank,230.0,350.0,0.003192682140167618,41.4075125976614,103.73702803807615,1.205869826413724,908.5886756953319,3.0118717988280297,0.3076923076923077
40,750.0,750.0,other,220.0,20.0,0.0022479193206919783,38.98466876547854,93.53168968463751,0.9583772132196913,828.0434042152935,1.69523344779726,0.4107142857142857
36,1200.0,1200.0,flank,310.0,10.0,0.009163066242167674,93.0970435586371,225.30969352855584,1.954542710194568,1293.6339163633788,2.853665620167112,0.17142857142857143
0.0,580.0,580.0,crown,140.0,60.0,0.0014877325603822314,35.5843120695893,87.9613471209594,0.8633024634220519,837.3739345677611,2.2532227977061976,0.28368794326241137
34,1060.0,1060.0,crown,710.0,120.0,0.039505122135257954,89.47445113912384,235.2709686784978,4.073431331401718,1457.0012405985913,1.7012831940417694,0.25594405594405595
38,1800.0,1800.0,,150.0,120.0,0.0029311510804658613,89.54473337906217,173.8519193489553,1.066290164837982,1068.005643767,2.189193361785306,0.18421052631578946
10,1000.0,1000.0,other,390.0,40.0,0.01543825090104329,103.01537363329109,248.07383193421862,2.6391565508409935,1551.53862912639,2.3105908475919175,0.2131979695431472
44,1140.0,1140.0,crown,1000.0,40.0,0.11517716572265424,163.82047340523337,442.7648786629672,6.727870748115585,2159.916039839772,1.8278256776242396,0.13847675568743817
30,900.0,900.0,crown,430.0,30.0,0.02097421569958645,94.67972281196226,239.2409038770038,2.986880647343475,1523.6962637058134,1.971524550518341,0.29330254041570436
10,1000.0,1000.0,other,390.0,40.0,0.01543825090104329,103.01537363329109,248.07383193421862,2.6391565508409935,1551.53862912639,2.3105908475919175,0.2131979695431472
29,850.0,850.0,crown,450.0,250.0,0.007751893702929387,30.11349323093526,80.27229076882142,1.941912286637887,842.5403457371018,1.622562235120111,0.1299559471365639
0.0,1200.0,1200.0,flank,500.0,10.0,0.020974252412347145,73.2011253229086,191.6758985112435,3.1679147025364935,1473.184995203063,1.8796358389800525,0.2644135188866799
38,740.0,740.0,crown,420.0,30.0,0.006538291259547492,35.55332311969328,106.03249929687668,1.6935420120410745,846.8421834790594,1.6123379105803326,0.330188679245283
11,550.0,550.0,other,270.0,80.0,0.0038726218998564174,39.27380084294726,99.63182485435553,1.3815349657386529,905.2401885118189,1.8294483611550387,0.3467153284671533
37,1010.0,1010.0,crown,740.0,120.0,0.04399427355638724,110.86296346686527,267.9677684337379,4.226469075544437,1506.476275501607,2.1555022975926468,0.19839142091152814
15,900.0,900.0,other,490.0,90.0,0.03468243551694931,135.79815117028573,348.78803832353645,3.9225593339470164,2192.0542646665976,2.0871335825636654,0.1028225806451613
10,1000.0,1000.0,,390.0,40.0,0.01543825090104329,103.01537363329109,248.07383193421862,2.6391565508409935,1551.53862912639,2.3105908475919175,0.2131979695431472
39,700.0,700.0,,330.0,20.0,0.008719353954946355,65.48174728545621,166.1643166891402,1.9104171545947968,1166.542253591857,1.9568896198857908,0.281437125748503
32,1570.0,1570.0,crown,920.0,150.0,0.05444213678476674,102.36634434801867,253.4701942531525,4.713159719492861,1605.1838257370127,1.4659733217043651,0.31926406926406925
40,3500.0,3500.0,flank,450.0,40.0,0.030588058527844155,136.42591110460052,343.7760360396163,3.5081881959946815,1782.284308380381,1.884843267975502,0.17699115044247787
25,1380.0,1380.0,other,1080.0,300.0,0.09362694553565236,148.86396592983357,348.5684463901878,6.2968267256168415,1998.2192534250285,1.7360206431136669,0.09400921658986175
37,2150.0,2150.0,flank,450.0,150.0,0.028253171391045405,120.25286576873617,302.68059027816014,3.4010611839834493,1671.4809794430023,2.008526608266652,0.2727272727272727
10,1000.0,1000.0,other,390.0,40.0,0.01543825090104329,103.01537363329109,248.07383193421862,2.6391565508409935,1551.53862912639,2.3105908475919175,0.2131979695431472
36,1700.0,1700.0,crown,950.0,50.0,0.08257180271939506,122.20508166246469,321.5006553227787,5.830336458595771,1754.765561687757,1.526044435181277,0.2348643006263048
21,1120.0,1120.0,,770.0,90.0,0.08328232680968717,149.60947121051973,386.9948677605845,5.978437284606194,2200.42334363176,1.5797404030565507,0.4557124518613607
10,1000.0,1000.0,other,390.0,40.0,0.01543825090104329,103.01537363329109,248.07383193421862,2.6391565508409935,1551.53862912639,2.3105908475919175,0.2131979695431472
23,1070.0,1070.0,other,470.0,100.0,0.028926584759458605,114.34142071803907,290.16916887268815,3.553251833304403,1782.6603119173287,2.489673728680325,0.13473684210526315
40,1280.0,1280.0,crown,440.0,20.0,0.02497809772818243,149.1476645361262,309.1663448097803,3.1065312335755886,1614.6640205250683,1.7511929714411236,0.24830699774266365
30,2600.0,2600.0,crown,1350.0,100.0,0.21166899606613734,148.16517711412746,424.6989924517303,9.54893542493005,2271.414456492601,1.8474538626349621,0.1556047197640118
30,780.0,780.0,other,430.0,20.0,0.0115245621316714,55.24380666077235,146.85431575663313,2.2713597362244156,1048.8364047488658,1.4676138886922436,0.41647597254004576
26,1230.0,1230.0,crown,890.0,90.0,0.05977025415599449,103.27332247244667,266.06897074830715,5.050937446673903,1657.2118452505508,1.4238652859106629,0.2639198218262806
34,1300.0,1000.0,crown,350.0,10.0,0.012175165518765931,81.17569505056584,203.63160515776804,2.2526810489331153,1394.748583806041,1.8499986997761533,0.29178470254957506
25,1070.0,1070.0,other,220.0,5.0,0.0015375467613281213,18.756927354062153,48.8141081673344,0.9263470519297425,654.8028541856412,1.860105478117624,0.16591928251121077
0.0,760.0,760.0,crown,340.0,20.0,0.003921061090947039,25.29770255090844,65.18171863570217,1.4490307753949154,775.1197603247432,1.6023903031128526,0.30903790087463556
15,900.0,900.0,,490.0,90.0,0.03468243551694931,135.79815117028573,348.78803832353645,3.9225593339470164,2192.0542646665976,2.0871335825636654,0.1028225806451613
10,1000.0,1000.0,other,390.0,40.0,0.01543825090104329,103.01537363329109,248.07383193421862,2.6391565508409935,1551.53862912639,2.3105908475919175,0.2131979695431472
32,910.0,910.0,other,290.0,30.0,0.016237686519617094,133.5302513570538,314.8602656809953,2.59361837667368,1635.7727361857887,1.9220476407863394,0.20819112627986347
40,2000.0,2000.0,crown,1180.0,200.0,0.19152202934868778,167.20791403348056,480.7819677748896,8.657780379890905,2477.457924518395,2.0883132164514744,0.05218855218855219
15,900.0,900.0,,30.0,160.0,2.0796279026437164e-05,3.955894640822709,12.01870966325519,0.1408515025480024,240.92114510654716,2.231752382847623,0.2903225806451613
32,950.0,950.0,flank,580.0,20.0,0.030873108606386142,95.56604422251978,244.1631192215889,3.609443708703624,1494.679264866665,1.942245033610118,0.18461538461538463
