Slope Angle,HS,Profile Depth,WL_Depth,max_stress,impact_criterion,coupled_criterion,sserr_result,touchdown_distance,ss_max_Sxx_norm,slab_tensile_criterion
30,1850.0,1850.0,970.0,0.13214432779708388,145.44320533899705,406.042138654914,7.457741369768639,2274.8057201383895,1.4290386559125248,0.22438524590163936
45,1000.0,1000.0,420.0,0.012569111941184936,84.51990116567933,201.16610454976743,2.197429324567758,1253.079766069712,2.7470285149973144,0.2646370023419204
35,1900.0,1900.0,540.0,0.014339541708588859,50.9921452895512,142.52227748837424,2.509117724814356,1046.034239820386,1.7910588966303127,0.18566176470588236
35,2170.0,2170.0,570.0,0.026512434131608094,84.86947718580178,220.8264645755069,3.3393101193951793,1480.881319174621,1.7668316063159233,0.2361111111111111
41,5200.0,5200.0,2500.0,0.5636432926376221,94.03734663333987,356.1391390345428,14.771155997819077,2103.1726637221127,1.153432932635681,0.00438421681944998
33,800.0,800.0,320.0,0.005487763767973761,42.330495761148185,111.48543507843937,1.558544375003941,898.4351310731462,1.67476187074505,0.35093167701863354
38,1240.0,1240.0,400.0,0.008475819252443628,47.01016798155511,129.40539002369053,1.9088889545748793,951.755153366129,1.7311577743282451,0.3225806451612903
35,750.0,750.0,150.0,0.0017844329930776347,40.51546694115507,100.62760867029127,0.8890179863552938,812.668372386349,2.244301351629687,0.26143790849673204
20,1500.0,1500.0,720.0,0.0851154159701592,156.83001385307364,421.8768918986229,6.1260690201459775,2383.7176494173877,1.7371465799434032,0.19008264462809918
38,740.0,740.0,340.0,0.008376271833982752,54.72134768817531,141.07775632505323,1.9062402019293274,1067.2794165659893,1.8922763294899232,0.23615160349854228
37,1670.0,1670.0,1010.0,0.2581514067564188,226.15394407719262,652.069046136829,10.122874682004527,3074.5970508044975,1.3860742206501993,0.14327772325809618
30,1450.0,1450.0,710.0,0.22450622264508663,302.3148202865009,788.6257019557279,9.498925544906172,3648.0849402289614,1.1932864738680107,0.0824022346368715
40,830.0,830.0,240.0,0.0028379229321491024,44.74341351516109,101.78452460202791,1.0676714825356741,849.1455774889051,1.7081168868261698,0.483739837398374
36,780.0,780.0,260.0,0.005464915442452244,64.91237810439738,151.78822919056884,1.499309544984213,1013.7713364630525,2.110640805176633,0.3371212121212121
40,1490.0,1490.0,250.0,0.0049713125529482205,56.55233018660129,141.28583095564107,1.4360614257854993,1018.0124986014636,1.9808899942724045,0.2964426877470356
40,1250.0,1250.0,450.0,0.022221260243407533,126.53439969116387,293.5578565820342,2.968326420641623,1530.8036126954248,1.9207177722421802,0.189010989010989
44,2070.0,2070.0,1160.0,0.19875084734459603,183.87451176032582,510.4205588299018,8.737319007235254,2394.089618908705,2.320927647722423,0.1346483704974271
36,1700.0,1700.0,590.0,0.04102551542822331,163.13635635679026,410.38956633048883,4.237873997308337,1736.286835549536,2.3272208447071527,0.18412162162162163
37,1880.0,1880.0,900.0,0.09406565477018392,131.27006259940802,350.5215742582467,6.191420240975176,1902.7366935062144,1.5978830786919833,0.2836644591611479
37,530.0,530.0,430.0,0.023955799614981517,120.14322204954972,292.75640007943394,3.0893624297375717,1671.5539883366764,1.756571620938812,0.3486238532110092
30,750.0,750.0,750.0,0.13363521347161456,208.34335589424083,558.3323686037943,7.44478313011267,2730.3550766018934,1.497366539579675,0.16666666666666666
36,1200.0,1200.0,720.0,0.09168370880231858,230.14070167209684,556.4660948941705,6.0703193616701085,2493.639663701426,1.4498721767756544,0.10027472527472528
39,1060.0,1060.0,90.0,0.00024811909060787606,10.548687321236617,29.876469799309444,0.3885001597334019,411.8686687415531,2.0143278635431034,0.25274725274725274
38,1300.0,1300.0,310.0,0.010592728583733536,94.27368315747826,235.2249289620338,2.0941986177268133,1451.2297307120605,2.272680313326246,0.08860759493670886
41,1920.0,1920.0,1120.0,0.1702784875295343,190.54260012794387,453.55641362691824,8.106301773712728,2251.9654254189354,1.6353680513304876,0.2187776793622675
37,1860.0,1860.0,560.0,0.027440252460104942,91.37620626010226,239.14529800513162,3.4255445196272714,1421.2140356089483,2.5170753665589465,0.1592920353982301
38,1450.0,1450.0,470.0,0.01692028685913636,78.06040069145826,197.38312100966232,2.624187618019578,1299.9258680591186,1.4958430138727108,0.3263157894736842
45,1250.0,1250.0,450.0,0.019046214535013314,86.85766824659078,222.88020978607204,2.7660624924579484,1308.275525814489,1.8910053679044891,0.24724061810154527
28,1160.0,1160.0,560.0,0.02304617068036912,64.90605038844228,171.27631345754781,3.241297569588384,1317.386914142307,1.6298389375295321,0.216696269982238
40,1200.0,1200.0,940.0,0.09928573357683572,165.41899880721596,443.20397761369316,6.4118518841755385,2117.627207504465,2.5086494276759326,0.07570977917981073
