wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,43.24131907434858,59.027968808350394,0.45961987426652195,666.8194335895253
100.0,59.602850033627654,83.56498871717426,0.8656301110030216,817.9983210869893
150.0,70.5283542295762,101.57519998698467,1.2567282361430694,980.9828409014598
200.0,78.71435086353725,115.18477848564734,1.6467481350532585,1112.5993736890262
250.0,85.2554627687273,126.12259041862688,2.0358272608469457,1218.043445388028
300.0,117.78858191015536,173.106892554939,2.5685177732834985,1616.7240564662277
350.0,135.53402129476203,198.2946819991872,3.118813721587102,1720.070109038196
400.0,150.37015336446908,219.6606709623225,3.7012900239341207,1810.3004280681869
450.0,162.1572529464062,237.15626521976145,4.286774948737348,1891.642215517649
500.0,172.61515388048747,253.336002204958,4.877804327187816,1979.3048824004761
550.0,182.59465529885597,269.132052820451,5.482406213687608,2082.810378527
600.0,188.53174210007728,279.4206406986365,6.071678350068748,2149.9464079098075
650.0,193.2926019112152,288.49002053811336,6.66049223560074,2221.05427477006
700.0,199.40083072642565,299.61414547190407,7.280517799003384,2330.337049839261
750.0,203.5864669312728,308.1220881313915,7.901813693171725,2425.3544568463635
800.0,206.1428741960468,314.32029570116924,8.523611526854555,2511.7551404410265
850.0,207.25316965342083,318.46684488377446,9.14545488482813,2592.5451556640232
900.0,207.04718193978564,320.81525541153053,9.767036570336113,2669.4802878170635
950.0,205.6218212688919,321.4515342149397,10.3881329855549,2743.6742625307743
1000.0,203.05327711554082,320.3159150203095,11.008579615207141,2815.8925274852954
