wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,33.47042302631915,46.607141011687474,0.34953008526388407,514.5198962136127
100.0,59.30377272235429,84.46958180640053,0.7820191811338556,951.4999905185166
150.0,76.48415553083629,109.09313968202115,1.2479138123602982,1077.0812383663097
200.0,88.41094893524236,127.290596487038,1.688193391180737,1180.100872777325
250.0,95.5349197074346,139.0947937701767,2.1045215229626715,1243.3235308630485
300.0,123.04060835759049,179.11355627967896,2.6560608115182474,1582.8829047943261
350.0,141.04859433785055,204.92831363176663,3.2349083363700126,1712.4368198240247
400.0,154.8941924808664,225.22196872284746,3.8192612706345797,1810.2181625271423
450.0,166.1479572186914,242.3579026856101,4.405724865257307,1900.033977099009
500.0,175.4472711967551,257.14475384715945,4.993135479846799,1987.059226139842
550.0,183.09912338282805,270.0712942420324,5.5809114210553865,2072.1928745525447
600.0,189.27753364291857,281.07908820421176,6.168695174884786,2155.324741454081
650.0,191.9139149756103,286.929958851292,6.692027444683122,2196.4224061294994
