wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,16.228928099919646,24.857852491990712,0.2825294889862767,403.70992316685584
100.0,19.870161028151514,30.476946595225776,0.5424175455131139,533.3416413192264
150.0,22.742134398702007,34.825752331635364,0.7932548542751585,611.1668919749205
200.0,25.178216087515334,38.52274889506003,1.0376109997187095,666.5280630196678
250.0,27.304281345494903,41.766504306549756,1.277216415122831,709.2005190346015
300.0,29.19245760603221,44.67707659034079,1.5131007091002537,743.6059776314263
350.0,52.08130167622422,78.67495648434317,1.806181295391061,1052.0846229459328
400.0,61.33557579304573,92.49592023780781,2.189587915883007,1096.0396398641712
450.0,68.75568762009402,103.7567729578611,2.577727383150056,1139.1533968670149
500.0,75.00626881151415,113.42255404359065,2.9674808433213142,1185.7811191546655
550.0,80.39041844322928,122.01816057127289,3.357618139447451,1234.8593620747
600.0,91.18844418004213,138.62043691017377,3.787663031282063,1360.5724187956657
650.0,99.74177879366563,151.98120429037877,4.234146440628496,1444.2006243886665
700.0,106.74844823187746,163.0958157759075,4.687100400364994,1511.786315263922
