wl_depth,impact_criterion,coupled_criterion,sserr_result,touchdown_distance
50.0,31.758164997655264,44.879841350618065,0.3911580398485741,561.5819901794935
100.0,46.68111787463409,67.32296745079834,0.7773349868080182,764.5940648148866
150.0,56.285072327797884,82.39108721864912,1.1258230300812515,908.0161734527817
200.0,65.32406729445518,96.38372378985221,1.510811118666466,1028.8760840509033
250.0,72.7725334261126,108.08909592506922,1.8965728217896143,1123.3342847063127
300.0,79.08881250714596,118.17933350481167,2.282590651444947,1203.6941708598415
350.0,86.32776272421866,129.66173936432213,2.6786759653669003,1308.5758303793593
400.0,96.8942345152754,145.99316165889513,3.115944009138617,1441.4528229885964
450.0,105.37646603576432,159.25144703882015,3.5640391808552456,1526.5056184699058
500.0,112.40559188403266,170.50023315119822,4.016689608722777,1593.9409520985794
550.0,127.57969711406575,193.64177790890335,4.503295327473148,1768.3430382670851
580.0,141.18383252462456,213.7270766571055,4.852551275217747,1890.7141766615503
